20	2010-10-02T17:36:23Z	59.9235331821	10.7572406944	381605
20	2010-09-28T12:15:38Z	59.9122539	10.7554542	156058
63	2010-09-04T16:37:15Z	59.9145737596	10.7205412765	224314
63	2010-09-02T18:05:56Z	59.9117666521	10.7454121113	488894
63	2010-09-02T15:24:54Z	59.91770221	10.738580901	1183589
63	2010-09-02T09:52:58Z	59.917809594	10.733130438	2879737
63	2010-09-01T16:52:34Z	59.918188	10.733962	719587
63	2010-08-31T22:20:23Z	59.918862826	10.734476789	2807694
63	2010-08-30T22:57:46Z	59.918188	10.733962	719587
63	2010-08-29T15:33:34Z	59.918188	10.733962	719587
152	2010-10-20T16:01:26Z	59.9127997	10.7559921167	166078
152	2010-10-20T09:32:11Z	59.9117827882	10.7615911961	79460
527	2010-04-28T20:03:26Z	59.8987859833	10.76077105	541439
527	2010-04-28T14:00:37Z	59.9128154859	10.7551217079	896840
806	2010-10-19T20:50:35Z	59.9153433083	10.7535767555	4639777
806	2010-10-17T17:05:14Z	59.9153433083	10.7535767555	4639777
806	2010-10-16T20:45:10Z	59.9296192007	10.7103610039	119784
806	2010-10-12T13:46:13Z	59.9092331782	10.8121669292	782520
806	2010-10-11T13:48:02Z	59.9092331782	10.8121669292	782520
806	2010-10-10T18:07:50Z	59.9183920833	10.76172235	1012457
806	2010-10-09T17:57:53Z	59.916339317	10.757275117	3902627
806	2010-10-09T17:56:27Z	59.9183920833	10.76172235	1012457
806	2010-10-08T22:05:37Z	59.9153433083	10.7535767555	4639777
806	2010-10-08T06:34:59Z	59.9152518798	10.7746696472	5019457
806	2010-10-07T19:14:01Z	59.9153164452	10.7516658259	150273
806	2010-10-05T19:57:03Z	59.9153433083	10.7535767555	4639777
806	2010-10-05T17:44:58Z	59.9032709351	10.8225042666	883011
806	2010-10-04T14:02:42Z	59.9153433083	10.7535767555	4639777
806	2010-10-03T18:39:43Z	59.9153433083	10.7535767555	4639777
806	2010-10-03T13:39:25Z	59.988040643	10.799257722	4027658
806	2010-10-03T08:52:43Z	59.9153433083	10.7535767555	4639777
806	2010-10-01T14:37:36Z	59.9122130828	10.7518815994	378929
806	2010-10-01T06:09:40Z	59.9302696694	10.7129144669	392847
806	2010-09-30T13:54:05Z	59.9092331782	10.8121669292	782520
806	2010-09-30T05:39:33Z	59.9122130828	10.7518815994	378929
806	2010-09-29T15:47:28Z	59.9153433083	10.7535767555	4639777
806	2010-09-29T15:07:41Z	59.9121637497	10.7525168753	1072084
806	2010-09-29T15:02:26Z	59.912691779	10.7527291775	597922
806	2010-09-29T14:52:42Z	59.9122432795	10.7523250744	258281
806	2010-09-29T14:42:09Z	59.9092331782	10.8121669292	782520
806	2010-09-29T10:23:12Z	59.9274883	10.8023889	1207011
806	2010-09-29T09:27:38Z	59.909437217	10.814032633	1442949
806	2010-09-28T18:08:55Z	59.9198565965	10.7594679721	710090
806	2010-09-27T15:31:15Z	59.9439960447	10.8351129066	551381
806	2010-09-25T09:00:32Z	59.927671703	10.8012532924	1545635
806	2010-09-25T08:07:43Z	59.9274883	10.8023889	1207011
806	2010-09-25T07:42:12Z	59.9296245765	10.713955164	792761
806	2010-09-25T07:40:10Z	59.9303464667	10.71450205	97719
806	2010-09-21T13:37:51Z	59.9092331782	10.8121669292	782520
806	2010-09-20T15:42:13Z	59.9148433931	10.7526299754	1022271
806	2010-09-20T13:29:20Z	59.9092331782	10.8121669292	782520
806	2010-09-20T06:09:44Z	59.9095024534	10.8139002881	894881
806	2010-09-20T05:58:02Z	59.9122130828	10.7518815994	378929
806	2010-09-19T20:03:02Z	59.9153083563	10.751516819	1581615
884	2010-06-08T11:12:32Z	59.91927766	10.76660013	1243965
884	2010-06-08T11:09:27Z	59.9184885	10.76674896	789735
884	2010-06-08T07:42:34Z	59.9107589897	10.7241658117	678580
884	2010-06-08T07:33:01Z	59.9166179031	10.724748373	1182119
884	2010-06-08T07:32:23Z	59.914880785	10.7304668427	130784
1471	2010-07-29T11:37:34Z	59.9107177851	10.7518601418	47099
1471	2010-07-28T16:13:17Z	59.916183278	10.8043944145	564520
1642	2010-10-19T06:19:52Z	59.912363036	10.7401857063	26890
1642	2010-08-23T16:54:50Z	59.94819933	10.73368448	367638
1642	2010-06-29T06:53:39Z	59.9105261333	10.7219502	978377
1642	2010-06-12T14:26:39Z	59.91031515	10.7375956833	189317
1642	2010-06-03T09:41:18Z	59.91019695	10.73872735	63666
1642	2010-05-27T08:50:57Z	59.9182614667	10.7537490167	572141
1642	2010-05-06T06:35:21Z	59.912363036	10.7401857063	26888
1642	2010-04-29T17:58:32Z	59.9128154859	10.7551217079	896840
1642	2010-04-29T15:15:58Z	59.91326725	10.7419778833	1032783
1642	2010-04-29T06:34:56Z	59.9128154859	10.7551217079	896840
1642	2010-04-28T09:48:02Z	59.9128154859	10.7551217079	896840
1642	2010-04-27T06:25:22Z	59.9147586833	10.7490799833	1019415
1642	2010-04-26T09:44:47Z	59.9098249833	10.7245106833	26931
1642	2010-04-26T06:54:53Z	59.912363036	10.7401857063	26890
