1140	2009-08-04T18:11:54Z	57.709166	11.9725	e84af318811911deb420003048c0801e
1140	2009-08-04T17:54:48Z	57.704654	11.961482	346c5ad2811711dea3ec003048c10834
1140	2009-08-04T12:35:28Z	57.703572	11.968694	e8e0b94a80ea11de84d8003048c0801e
1140	2009-08-04T12:06:49Z	57.702771	11.963042	e80ff1ec80e611dea3ec003048c10834
1140	2009-08-03T20:29:27Z	57.704184	11.968228	e04c71806b9f11deb849003048c0801e
1140	2009-08-03T19:54:31Z	57.697346	11.989036	ed554d147d0811de8394003048c10834
1140	2009-08-03T19:26:56Z	57.697346	11.989036	ed554d147d0811de8394003048c10834
1140	2009-08-03T19:13:57Z	57.697346	11.989036	ed554d147d0811de8394003048c10834
1140	2009-08-03T19:02:30Z	57.697346	11.989036	ed554d147d0811de8394003048c10834
1140	2009-08-03T18:53:13Z	57.697346	11.989036	ed554d147d0811de8394003048c10834
1140	2009-08-03T10:13:30Z	57.704184	11.968228	e04c71806b9f11deb849003048c0801e
1140	2009-08-02T16:04:09Z	57.694874	11.910823	7b88540a7f7511dea159003048c10834
1140	2009-08-02T15:35:26Z	57.689174	11.90215	b7f990747f7111deb31c003048c10834
1140	2009-08-02T14:03:18Z	57.712951	11.965141	d8e759e07f6411de953b003048c0801e
1140	2009-08-01T12:29:40Z	57.708043	11.969349	99dd7e867e8e11dea10f003048c10834
1140	2009-07-30T23:55:27Z	57.703745	11.968492	78cfed322c2c11deb9a6003048c0801e
1140	2009-07-30T19:10:47Z	57.696999	11.991014	3606d80c7d2c11deb61b003048c10834
1140	2009-07-30T18:37:57Z	57.696999	11.991014	3606d80c7d2c11deb61b003048c10834
1140	2009-07-30T18:12:50Z	57.696999	11.991014	3606d80c7d2c11deb61b003048c10834
1140	2009-07-30T07:28:02Z	57.704202	11.968179	1daced967cd211deab9b003048c0801e
1140	2009-07-29T23:27:58Z	57.703745	11.968492	78cfed322c2c11deb9a6003048c0801e
1140	2009-07-29T21:21:00Z	57.704765	11.970864	7e3996367c7411dea7f1003048c10834
1140	2009-07-29T20:52:38Z	57.704765	11.970864	7e3996367c7411dea7f1003048c10834
1140	2009-07-29T20:35:10Z	57.704765	11.970864	7e3996367c7411dea7f1003048c10834
1140	2009-07-29T20:25:46Z	57.704765	11.970864	7e3996367c7411dea7f1003048c10834
