2	2009-08-08T18:55:41Z	51.491724	-0.167687	e62deb32807211de82c6003048c0801e
2	2009-08-08T15:40:44Z	51.501363	-0.141889	de60be368d5011dd9cf1003048c0801e
2	2009-08-08T14:35:22Z	51.51123	-0.119892	a36cd6da841b11de9b59003048c10834
2	2009-08-08T14:09:19Z	51.51123	-0.119892	a36cd6da841b11de9b59003048c10834
2	2009-08-08T14:01:59Z	51.51123	-0.119892	a36cd6da841b11de9b59003048c10834
2	2009-08-08T12:49:42Z	51.491506	-0.172685	5e923dfc841111de99d5003048c0801e
2	2009-08-08T12:48:20Z	51.491506	-0.172685	5e923dfc841111de99d5003048c0801e
2	2009-08-08T11:04:39Z	51.47959	-0.15468	c72a1b6e840211de9472003048c0801e
2	2009-08-08T11:03:40Z	51.491724	-0.167687	e62deb32807211de82c6003048c0801e
2	2009-08-07T22:11:19Z	51.491724	-0.167687	e62deb32807211de82c6003048c0801e
2	2009-08-07T22:09:21Z	51.491724	-0.167687	e62deb32807211de82c6003048c0801e
2	2009-08-07T20:38:34Z	51.488777	-0.166024	e4fd4270838911de96bd003048c0801e
2	2009-08-07T19:17:18Z	51.45753	-0.184666	8a93670c837e11de8b3c003048c10834
2	2009-08-07T17:06:33Z	51.507366	-0.125203	f957654c836711de90d0003048c10834
2	2009-08-07T16:38:37Z	51.507366	-0.125203	f957654c836711de90d0003048c10834
2	2009-08-07T15:59:20Z	51.511022	-0.104256	b7ef7a40836211dea024003048c10834
2	2009-08-07T14:42:06Z	51.507467	-0.100154	cc4ed59800dc11dea36f003048c0801e
2	2009-08-07T14:41:21Z	51.507467	-0.100154	cc4ed59800dc11dea36f003048c0801e
2	2009-08-07T14:01:35Z	51.504921	-0.08794	34e94730835211de87e5003048c10834
2	2009-08-07T13:59:57Z	51.504921	-0.08794	34e94730835211de87e5003048c10834
2	2009-08-07T10:46:32Z	51.48864	-0.16531	2f9b7f5c833711dea385003048c10834
2	2009-08-06T22:43:53Z	51.491724	-0.167687	e62deb32807211de82c6003048c0801e
2	2009-08-06T19:16:03Z	51.508057	-0.096577	f145e8552311de9b08003048c10834
2	2009-08-06T19:01:18Z	51.508057	-0.096577	f145e8552311de9b08003048c10834
2	2009-08-06T19:00:39Z	51.508057	-0.096577	f145e8552311de9b08003048c10834
