lon,lat,index
114.0253382853974,22.442117078178544,0
113.99746917725476,22.44082426089737,0
114.1925202114355,22.31788219722679,0
114.06333422164502,22.43884311868787,0
114.27275408749216,22.38226950912774,0
114.11715119391202,22.37052015761809,0
113.96972838159002,22.3992329751614,0
114.19524408875508,22.29141319122681,0
114.16489712163614,22.320248533050705,0
114.18967661651924,22.320320708007472,0
114.16688261926036,22.242946420885765,0
114.16301303992948,22.331545647788108,0
114.20067827611156,22.2909880442764,0
114.15313014165838,22.339635899846108,0
113.96688505904028,22.41074313857025,0
114.22316020025232,22.28414699837496,0
114.1154997317369,22.372452074215214,0
114.15450858936782,22.339627065049445,0
114.17064324032518,22.31683528909013,0
114.07412696151148,22.425349809561737,0
114.033430872141,22.451136840759293,0
114.02739663635792,22.443157496616276,0
114.17642789784932,22.31482158316268,0
114.12713302577528,22.505583088592008,0
114.01454479982864,22.44273871903229,0
114.16170878007736,22.454143769781403,0
114.16475012513912,22.44896054952826,0
113.97537612754104,22.395492466848864,0
114.20481062696965,22.429028351531333,0
114.03145376573195,22.437237233354576,0
114.1607217217768,22.33599751129002,0
114.26061756706729,22.303349138632445,0
114.18428044887314,22.327599700790667,0
114.17611738641187,22.30112215107232,0
114.0252549640784,22.213697972040706,0
114.18134950553718,22.340965064345895,0
114.14102590526008,22.33630139589376,0
114.1635956674104,22.329224836828097,0
114.18732636865757,22.30175395604082,0
114.2605985504918,22.304008382640028,0
114.23756369714378,22.426517918042578,0
114.16569259395972,22.447488653847014,0
114.17124548240623,22.304689148581176,0
114.12628528868603,22.26978702663732,0
114.1741473018594,22.302657334829604,0
114.16155658790709,22.3355009104534,0
114.18712385515217,22.319300433053915,0
114.17095315812531,22.332774289154298,0
114.11531510180323,22.37278613380115,0
114.1596538382925,22.336819183956973,0
114.20088179050008,22.40257868822137,0
114.171546091337,22.31119119577947,0
114.1734964697474,22.32834034565128,0
114.19386660109674,22.37533450972668,0
114.1813199328534,22.32689542412748,0
113.99482330557764,22.36898394125308,0
114.16678015624946,22.3193365707208,0
114.22517989670168,22.31630442446852,0
114.22881504149454,22.27787802564981,0
114.1605472054692,22.334173317348174,0
114.1857545320892,22.306991804556255,0
114.19019050763023,22.3147668496935,0
114.17834992365336,22.34314148742666,0
114.18712008638266,22.267843943231235,0
114.15277690654275,22.24824595296074,0
114.13162419727487,22.2619680558703,0
114.0335448635886,22.444201570908856,0
114.1919585193297,22.32945946641298,0
114.01010588102493,22.434101100600905,0
114.15968797431552,22.45429708521141,0
114.17097375052546,22.30452658800636,0
114.1325954812246,22.25851861186137,0
114.19824255704955,22.29089807765923,0
114.0349451344036,22.442857272771416,0
114.18756614812844,22.39143647328085,0
114.05644159615032,22.365980153126003,0
114.1879592897426,22.3284032120216,0
114.20046380563808,22.285145258849592,0
114.19935878020968,22.41332519738234,0
114.13264304625892,22.261525833973884,0
114.11846250019956,22.36926539150693,0
114.15260613099696,22.338552153715334,0
114.16650781336608,22.327166075178148,0
114.154607160938,22.452382010909385,0
114.1673808921702,22.33468860285174,0
114.18824932947211,22.31417097841253,0
114.02821554333592,22.21133466136436,0
114.18660031159492,22.327608608158563,0
114.19479439430675,22.34139759896123,0
114.18177623739126,22.32972198381849,0
114.1581298518002,22.3365210062697,0
114.17273962313952,22.3191742798788,0
114.03423876303738,22.44012945805425,0
114.1747587377303,22.30043581267801,0
114.20657830085854,22.428106927546583,0
114.1581889936769,22.32975710956484,0
114.19637593866476,22.335825552458967,0
114.26045526211178,22.30784646276988,0
114.15545429711092,22.24891459676649,0
